GLOBAL OPTIMUM SEARCH OF RE-EVALUATED BINARY ONEMAX
WITH ADDED POSTERIOR NOISE ~N(0, SIGMA)

NUMBER OF FITNESS EVALUATIONS FOR   (mu + 1)-EA

DATE:   2015-12-3 (year-month-day)
TIME:   9:44:3 (hour:min:sec)
SEED:   1

EXPERIMENTS PERFORMED ON:   MacBook Pro (13" Retina, Beginning 2015)
OPERATING SYSTEM:   Mac OS X Version 10.11.1
PROCESSOR:   2.7GHz dual-core Intel Core i5 (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
MEMORY:   8GB of 1866MHz LPDDR3

DIMENSION MU SIGMA N_RE_EVALUATIONS N_FITNESS_EVALUATIONS
100 12 10 12 1017504
100 12 10 12 718992
100 12 10 12 786240
100 12 10 12 1225872
100 12 10 12 1034208
100 12 10 12 754128
100 12 10 12 580320
100 12 10 12 1205568
100 12 10 12 643968
100 12 10 12 656784
100 12 10 12 927936
100 12 10 12 708048
100 12 10 12 1000080
100 12 10 12 644544
100 12 10 12 1138608
100 12 10 12 809568
100 12 10 12 1038240
100 12 10 12 617616
100 12 10 12 892656
100 12 10 12 602640
100 12 10 12 740016
100 12 10 12 714960
100 12 10 12 716400
100 12 10 12 825120
100 12 10 12 663120
100 12 10 12 591120
100 12 10 12 780336
100 12 10 12 1297440
100 12 10 12 826416
100 12 10 12 646272
100 12 10 12 1696752
100 12 10 12 518832
100 12 10 12 584064
100 12 10 12 1413648
100 12 10 12 1050048
100 12 10 12 587088
100 12 10 12 875376
100 12 10 12 818352
100 12 10 12 1210464
100 12 10 12 819648
100 12 10 12 695808
100 12 10 12 595296
100 12 10 12 673632
100 12 10 12 664848
100 12 10 12 576576
100 12 10 12 1234512
100 12 10 12 940320
100 12 10 12 582192
100 12 10 12 887904
100 12 10 12 1200240
100 12 10 12 862128
100 12 10 12 1162368
100 12 10 12 1081008
100 12 10 12 624816
100 12 10 12 760032
100 12 10 12 1289520
100 12 10 12 594576
100 12 10 12 637920
100 12 10 12 1372032
100 12 10 12 946224
100 12 10 12 693936
100 12 10 12 422496
100 12 10 12 642096
100 12 10 12 489312
100 12 10 12 728928
100 12 10 12 958752
100 12 10 12 948816
100 12 10 12 573552
100 12 10 12 993312
100 12 10 12 834912
100 12 10 12 521280
100 12 10 12 566064
100 12 10 12 796176
100 12 10 12 730800
100 12 10 12 1161216
100 12 10 12 943344
100 12 10 12 1092816
100 12 10 12 698976
100 12 10 12 749952
100 12 10 12 601632
100 12 10 12 695808
100 12 10 12 1783296
100 12 10 12 768816
100 12 10 12 981072
100 12 10 12 1671552
100 12 10 12 599040
100 12 10 12 799056
100 12 10 12 769248
100 12 10 13 627744
100 12 10 13 1042704
100 12 10 13 592644
100 12 10 13 607464
100 12 10 13 732264
100 12 10 13 853788
100 12 10 13 1806792
100 12 10 13 762372
100 12 10 13 478608
100 12 10 13 947388
100 12 10 13 1177020
100 12 10 13 483912
100 12 10 13 1485900
100 12 10 13 1168596
100 12 10 13 950820
100 12 10 13 609960
100 12 10 13 468624
100 12 10 13 1209312
100 12 10 13 759096
100 12 10 13 531024
100 12 10 13 2077764
100 12 10 13 1280604
100 12 10 13 938028
100 12 10 13 657228
100 12 10 13 1369212
100 12 10 13 689364
100 12 10 13 891228
100 12 10 13 1047072
100 12 10 13 768768
100 12 10 13 772200
100 12 10 13 628836
100 12 10 13 1130376
100 12 10 13 1304160
100 12 10 13 1531608
100 12 10 13 735072
100 12 10 13 562536
100 12 10 13 1073280
100 12 10 13 1007604
100 12 10 13 812292
100 12 10 13 690612
100 12 10 13 794664
100 12 10 13 831012
100 12 10 13 493740
100 12 10 13 1072656
100 12 10 13 1134432
100 12 10 13 747084
100 12 10 13 854100
100 12 10 13 1129908
100 12 10 13 597480
100 12 10 13 1394796
100 12 10 13 820560
100 12 10 13 827736
100 12 10 13 850200
100 12 10 13 429000
100 12 10 13 672360
100 12 10 13 1016652
100 12 10 13 1004952
100 12 10 13 526344
