GLOBAL OPTIMUM SEARCH OF RE-EVALUATED BINARY ONEMAX
WITH ADDED POSTERIOR NOISE ~N(0, SIGMA)

NUMBER OF FITNESS EVALUATIONS FOR   (mu + 1)-GA

DATE:   2015-11-27 (year-month-day)
TIME:   15:41:8 (hour:min:sec)
SEED:   1

EXPERIMENTS PERFORMED ON:   MacBook Pro (13" Retina, Beginning 2015)
OPERATING SYSTEM:   Mac OS X Version 10.11.1
PROCESSOR:   2.7GHz dual-core Intel Core i5 (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
MEMORY:   8GB of 1866MHz LPDDR3

DIMENSION MU SIGMA N_RE_EVALUATIONS N_FITNESS_EVALUATIONS
100 10 10 10 437400
100 10 10 10 191200
100 10 10 10 312300
100 10 10 10 344500
100 10 10 10 223500
100 10 10 10 233900
100 10 10 10 356200
100 10 10 10 347200
100 10 10 10 258800
100 10 10 10 219000
100 10 10 10 250800
100 10 10 10 356300
100 10 10 10 251100
100 10 10 10 191800
100 10 10 10 210100
100 10 10 10 187900
100 10 10 10 428200
100 10 10 10 263600
100 10 10 10 215000
100 10 10 10 418000
100 10 10 10 381600
100 10 10 10 297100
100 10 10 10 235700
100 10 10 10 181600
100 10 10 10 192700
100 10 10 10 291500
100 10 10 10 202000
100 10 10 10 207800
100 10 10 10 309500
100 10 10 10 213500
100 10 10 10 299800
100 10 10 10 198000
100 10 10 10 318600
100 10 10 10 290400
100 10 10 10 381600
100 10 10 10 218500
100 10 10 10 141000
100 10 10 10 416700
100 10 10 10 238000
100 10 10 10 386000
100 10 10 10 292000
100 10 10 10 460300
100 10 10 10 236000
100 10 10 10 463200
100 10 10 10 267000
100 10 10 10 339000
100 10 10 10 210400
100 10 10 10 253400
100 10 10 10 203700
100 10 10 10 308500
100 10 10 10 211300
100 10 10 10 273200
100 10 10 10 217300
100 10 10 11 294140
100 10 10 11 280390
100 10 10 11 256850
100 10 10 11 313500
100 10 10 11 323180
100 10 10 11 247940
100 10 10 11 381040
100 10 10 11 269610
100 10 10 11 255860
100 10 10 11 231770
100 10 10 11 363550
100 10 10 11 305800
100 10 10 11 302720
100 10 10 11 293480
100 10 10 11 274780
100 10 10 11 365970
100 10 10 11 385220
100 10 10 11 213950
100 10 10 11 395340
100 10 10 11 296670
100 10 10 11 252340
100 10 10 11 327360
100 10 10 11 496650
100 10 10 11 270820
100 10 10 11 324060
100 10 10 11 243760
100 10 10 11 218240
100 10 10 11 189200
100 10 10 11 312840
100 10 10 11 273350
100 10 10 11 296670
100 10 10 11 427790
100 10 10 11 185900
100 10 10 11 220110
100 10 10 11 284020
100 10 10 11 477510
100 10 10 11 320760
100 10 10 11 250250
100 10 10 11 198220
100 10 10 11 430980
100 10 10 11 239690
100 10 10 11 275440
100 10 10 11 286110
100 10 10 11 212080
100 10 10 11 333410
100 10 10 11 387090
100 10 10 11 251680
100 10 10 11 207020
100 10 10 11 280720
100 10 10 11 278080
100 10 10 11 347600
100 10 10 11 291500
100 10 10 11 183150
100 10 10 11 213840
100 10 10 11 240130
100 10 10 11 317130
100 10 10 11 281930
100 10 10 11 288640
100 10 10 11 313170
100 10 10 11 186450
100 10 10 11 402490
100 10 10 11 275880
100 10 10 11 389180
100 10 10 11 262900
100 10 10 11 216590
100 10 10 11 430320
100 10 10 11 341990
100 10 10 11 312620
100 10 10 11 264550
100 10 10 11 226270
100 10 10 11 354090
100 10 10 11 295350
100 10 10 11 299860
100 10 10 11 262240
100 10 10 11 336490
100 10 10 11 334950
100 10 10 11 353320
100 10 10 11 342210
100 10 10 11 419540
100 10 10 11 246950
100 10 10 11 323180
100 10 10 11 288860
100 10 10 11 363880
100 10 10 11 242880
100 10 10 11 297990
100 10 10 11 343970
100 10 10 11 242990
